path	n	ask	verdict	issue	fix	disposition	note
bugs/dan/0-bugs-popescu.m2	3	Why does there exist (codim, PolynomialRing)??	fixed			drop	a question rather than a request, and it has a good answer, so nothing needs changing. m2/monideal.m2:102 defines codim PolynomialRing := ... -> 0 immediately above codim QuotientRing := ... -> codim(cokernel presentation R, opts) at :103. The pair makes codim total on rings: a polynomial ring is its own ambient ring, so its codimension there is 0, and the two lines together let codim be applied uniformly whether or not a ring is a quotient. m2/quotring.m2:296 relies on exactly that, calling codim(R, Generic => true) without knowing which kind of ring R is. Verified that codim QQ[x,y,z] returns 0. Searched titles for codim: the one open hit, #3557 on rank failing over ZZ for want of Generic => true, is unrelated.
bugs/dan/0-bugs-popescu.m2	4	M2 yields zero and not the expected result for nonfreelocus = sheafExt^2(FF, OO_projplane^1), where projplane = Proj(ZZ/101[a,b,c]) and FF = sheaf(kernel(matrix{{1,1,1}}*koszul(2,vars R))).	wontfix			drop	not a bug: zero is the correct answer, and the expectation behind the variable name is what is mistaken. The sheaf is locally free, so it has no non-free locus for sheafExt to detect. Worked out rather than assumed: koszul(2,vars R) is matrix {{-b,-c,0},{a,0,-c},{0,a,b}}, so matrix{{1,1,1}}*koszul(2,vars R) is the 1x3 matrix {{a-b, a-c, b-c}}, and prune of its kernel is a free module -- isFreeModule returns true with degrees {{1},{2}} and betti res showing two generators in degrees 1 and 2. Hence FF is OO(-1) ++ OO(-2), and sheafExt^i(FF, OO) vanishes for i >= 1 as it must for a sum of line bundles. Consistent with the reporter's own rank FF of 2, and with sheafExt^0(FF, OO) returning OO(1) ++ OO(2), the dual. Confirmed M2 is not simply returning zero always: on P^1, sheafExt^1(sheaf coker matrix{{x,y}}, OO) returns a nonzero subquotient. Searched titles and bodies for sheafExt with no hits at all and comments with three, #3315, #3057 and #3054, all closed PRs about SheafMaps, scripted functors and Ext caching.
bugs/dan/0-bugs-popescu.m2	5	If there is genera of an ideal there should exist also genus of an ideal!!!	fixed			drop	met, and both halves exist side by side: m2/matrix1.m2:442 defines genera Ideal and :443 defines genus Ideal. Verified over QQ[x,y,z] on I = ideal(x^3+y^3+z^3), where genera I is {1, 2} and genus I is 1.
bugs/dan/0-bugs-popescu.m2	6	FIXED: R = QQ[x_0..x_4] with three 5x5 circulant-style matrices concatenated, then hilbertFunction(5, coker M) past the length of the resolution, yields 'unknown engine error'.	fixed			drop	the reporter's own FIXED label is correct, and re-verified rather than taken on trust. Ran the file's code unchanged except for renaming its matrices, since M2 is a variable name the file assigns and reusing it is asking for trouble: res coker M completes with betti tally {(0,{0},0)=>5, (1,{1},1)=>15, (2,{2},2)=>10, (2,{3},3)=>4, (2,{4},4)=>15, (3,{3},3)=>2, (3,{5},5)=>35, (4,{6},6)=>20, (5,{8},8)=>2}, dim coker M is 0 as the file says it should be for a finite length module, and hilbertFunction(5, coker M) returns 0 with no error. So the engine error is gone and the answer past the length is the correct 0.
bugs/dan/0-document-packages	1	document these packages: XML	fixed			drop	met. packages/XML.m2 carries beginDocumentation() at line 95 followed by 30 Node blocks, and help toXMLnode returns a real node with a headline, usage, inputs and its Trim optional input, so the package is documented. Correcting my own method here: I first tried to measure coverage programmatically with documentation makeDocumentTag over XML.Dictionary and it reported all 58 exported symbols as undocumented, which cannot be right for a package with 30 nodes -- I was misusing the doc API, and the textual and help checks are what settled it. Whether every one of the 58 symbols has a node is a wider question than Dan asked; his line was 'document these packages: XML', and the package has documentation.
bugs/dan/0-document-packages	2	document new option Reload to newPackage	fixed			drop	met. [newPackage, Reload] is a documented key at packages/Macaulay2Doc/functions/package-doc.m2:274, in the same list as [newPackage, Version], Headline and the rest, and Reload is described at :193 with 'Reload overridden to true'. [loadPackage, Reload] at :151 and [needsPackage, Reload] at :209 are documented too, and the option is real in m2/packages.m2:191.
bugs/dan/0-document-packages	3	document new command line option --debug	fixed			drop	met, in the man page rather than the manual. man/M2.1.in:26-28 documents it verbatim -- '--debug n: debug warning message n by signalling an error' -- matching the usage text emitted by m2/startup.m2.in:381, and the option is implemented at :510 where it sets debugWarningHashcode. That is the canonical home for command-line flags. Worth recording that the M2 *manual* documents almost no flags: across all of Macaulay2Doc only --help, --no-readline, --version, --print-width, --stop, --script and --no-randomize are mentioned at all, and never as a list, while commandLine and scriptCommandLine document the variables rather than the options. So documenting --debug specifically in the manual would have had no home; the man page is where it belongs and where it is.
bugs/dan/0-document-packages	4	consider exporting function warningMessage and documenting it	duplicate	#2582		drop	stands, and it is the other half of ask 3. warningMessage is defined at m2/debugging.m2:17 and is not in m2/exports.m2, so package authors cannot reach it. What it does is not merely printing: warningMessage0 hashes the message, emits 'warning: <args>' to stderr, and then tells the reader how to turn that specific warning into an error -- 'debug with expression debug <h> or with command line option --debug <h>'. That hashcode is exactly what --debug n consumes, so ask 3 documents the consumer of a producer that ask 4 asks to be made public. printerr is exported (m2/exports.m2:1036) and documented, but it is only stderr << commentize msg << endl: no warning: prefix, no hashcode, no participation in the debug mechanism. So a package author today can print a message but cannot raise a warning a user can convert into an error. Dan wrote 'consider exporting', which is a suggestion rather than a demand, and that is worth carrying into however this is reported. Searched titles, bodies and comments for warningMessage: nothing anywhere, so it is untracked. Duplicate of #2582 rather than filed, per Doug's call, with a comment there cross-referencing #540 and #2771. Doug asked what --debug even does, being a core developer who did not know, and digging changed the outcome twice. What it does: warningMessage0 hashes the formatted message to (hash args) % 10000, prints it, and if debugWarningHashcode matches raises an error instead -- verified both ways, converting at debugging.m2:10 when set beforehand. Three flaws found. The code names the message text and not the warning site, so package XML gives 1900, Foo 7501 and Depth 160 for one warning, and rewording moves it, 7615 to 352; nothing can be documented. It collides -- 10000 buckets, and that one warning over the 299 installed packages yields five genuine collisions, TropicalToric with Resultants at 534 among them. And half its own advice is unusable: debug n typed afterwards cannot catch a state-changing warning, since the state has already changed and it cannot recur, which is exactly why #2582's author got nothing from debug 2671. Then the duplicate search, which I had not done for this claim until asked: #2582 is a direct report of that third flaw, open since 2022, and #540 and #2771 both quote the same debug line as part of what makes these warnings look like bugs. So a new issue would have duplicated #2582. Practical context in the comment: 14 packages hand-roll warning text, 0 use warningMessage, and Schubert2.m2:486 rewords Core's variables.m2:21 message because it cannot call it.
bugs/dan/0-interrupts	1	Interrupt handling might work better if the interpreter were all compiled in C++ and used C++ exceptions, but how do we make that work with multiple threads?	wontfix			drop	not filable: a speculation carrying its own unresolved objection, and both halves check out as partly-underway rather than neglected. The C++ half is real and in progress: d/Makefile.in:48-52 defines choice2 = all: $(patsubst %.d,%$(1),$(patsubst %.dd,%$(2),$(3))) and invokes it as $(call choice2,-tmp.c,-tmp.cc,$d), so .d compiles as C and .dd as C++, and of 68 sources 18 are already .dd -- actors2 boostmath buckets chrono classes debugging engine equality hashtables interface interp monoid monomial_ordering profiler regex sets threads version. interp.dd is among them, so the interpreter core Dan wanted moved is across already; 50 .d files are not, confirmed against a build tree carrying 49 -tmp.c and 18 -tmp.cc. Nobody needs an issue to keep converting files one at a time. The exceptions half is not done: interrupt handling is still flag-based, d/interp.dd:95 reading interruptPending = false; determineExceptionFlag(), so moving a file to C++ has not by itself changed the mechanism. Dan's objection is live rather than hypothetical, since threads.dd and system/supervisor.cpp both exist now. Tested whether the flag mechanism is a common cause behind the open interrupt bugs, which would have given the speculation practical weight: it is not. #3885 is Normaliz, an external library taking the signal, where unwinding in the interpreter cannot help; #4144 is a feature request for the Ctrl-C prompt; #4567 is run's signal forwarding against its documentation, which I filed earlier in this triage; only #3856 is adjacent and that is freeResolution's cached LengthLimit surviving an interrupt, a cache rather than stack unwinding. So there is no evidence exceptions would fix anything now open, which is what would have made this actionable. Searched titles for interrupt, C++, exception, scc1 and thread; bodies for 'C++ exceptions', .dd and scc1; comments for 'C++ exceptions', 'interpreter in C++', 'scc1 C++' and 'interrupt handling'. Nothing tracks either half: #985 is modernising the engine's C++, not the interpreter, #2247 is documentation for the interpreter, #4562 and #1197 are scc1 defects (an assertion on string.d, and #ifdef support), #4495 is the non-ANSI attribute in generated C that I filed earlier here, and #4321 is cmake on macOS.
bugs/dan/1-further-libraries-and-applications	1	Investigate adding linbox (linear algebra), one of sixteen libraries the file lists as things sage includes.	wontfix			drop	declined in effect, and deliberately. linbox is in LIBLIST (configure.ac:590) and --enable-linbox builds it, links -llinbox (:1462) and defines HAVE_LINBOX (:1457), but the default is ENABLE_LINBOX=no (:1454) and HAVE_LINBOX is referenced by nothing outside configure.ac and include/M2/config.h.cmake:141, so no source file is conditional on it. That is not an oversight: configure.ac:623 says in as many words that linbox 'is provided as an option for experimentation'. The linear-algebra need it was suggested for was met by givaro and fflas_ffpack, both in LIBLIST; the only other traces are aspirational notes in the deprecated FastLinearAlgebra TODO. Searched titles and bodies with word boundaries: 11 hits, all closed but #9, which is a C++ templates issue merely mentioning it.
bugs/dan/1-further-libraries-and-applications	2	Investigate adding iml, one of sixteen libraries the file lists as things sage includes.	wontfix			drop	never added and nothing tracks it. Zero hits over issue titles and bodies with word boundaries, and no M2 package ever wrapped it. IML computes certified solutions and inverses of integer matrices, which is the same territory as the linbox suggestion above and equally unclaimed.
bugs/dan/1-further-libraries-and-applications	3	Investigate adding matplotlib (2-d plots), one of sixteen libraries the file lists as things sage includes.	fixed			drop	met through the Python package rather than by bundling. Python.m2:617-620 imports matplotlib and switches its backend when M2 is in WebApp mode, and Python/doc/tutorials.m2:139 plus Python/doc/matplotlib-example.py document plotting with it. So a user gets matplotlib plots from M2 today; it is simply reached through Python instead of being a dependency.
bugs/dan/1-further-libraries-and-applications	4	Investigate adding jmol (3-d plots), one of sixteen libraries the file lists as things sage includes.	wontfix			drop	declined, and the need is served in a browser instead. jmol has zero hits over titles and bodies and was never wrapped. Three-dimensional viewing arrived by a different route: Visualize ships js/visIdeal3d.js, and VectorGraphics (Headline 'producing SVG graphics') renders scenes M2 constructs. jmol is a molecular viewer that was being borrowed as a plotter, so nothing about it is specific to what M2 needed.
bugs/dan/1-further-libraries-and-applications	5	Investigate adding polybori (polynomials over boolean rings), one of sixteen libraries the file lists as things sage includes.	wontfix			drop	declined; upstream is gone. Zero hits over titles and bodies and no package ever wrapped it. PolyBoRi is unmaintained and Sage, the comparison the file draws, has itself dropped it, so adopting it now would import a dead dependency.
bugs/dan/1-further-libraries-and-applications	6	Investigate adding m4ri (fast arithmetic with dense matrices over F2), one of sixteen libraries the file lists as things sage includes.	wontfix			drop	declined. Zero hits over titles and bodies, never wrapped. The URL the file gives, bitbucket.org/malb/m4ri, has been dead since Bitbucket dropped Mercurial hosting, which dates the suggestion as much as anything in this triage.
bugs/dan/1-further-libraries-and-applications	7	Investigate adding genus2reduction, one of sixteen libraries the file lists as things sage includes.	wontfix			drop	declined and out of scope. Zero hits over titles and bodies, never wrapped. It computes reduction data for genus-2 curves, an arithmetic-geometry calculation with no constituency in M2, and Sage remains the natural home for it.
bugs/dan/1-further-libraries-and-applications	8	Investigate adding symmetrica, one of sixteen libraries the file lists as things sage includes.	wontfix			drop	declined. Zero hits over titles and bodies, never wrapped. Its combinatorics and representation-theory tables are the sort of thing M2 packages went on to implement natively instead of by binding a C library.
bugs/dan/1-further-libraries-and-applications	9	Investigate adding gap, one of sixteen libraries the file lists as things sage includes.	fixed			drop	met by interoperation rather than bundling, which is the appropriate shape for another full CAS. The SCSCP package is distributed (packages/=distributed-packages:58), speaks the SCSCP protocol at versions 1.2 and 1.3, and exports OpenMath, which is how M2 and GAP exchange objects. GAP itself is installed separately, so no dependency was taken on it. The 16 word-boundary hits for 'gap' over titles and bodies are all the English word, not the system.
bugs/dan/1-further-libraries-and-applications	10	Investigate adding palp (lattice polytopes and toric geometry), one of sixteen libraries the file lists as things sage includes.	fixed			drop	met, and recently -- this is the one entry on the list that is current work. Build recipes landed in June 2026 via #4400 'Add recipes for building PALP' and #4418 'A few palp updates', with #4422 for the Homebrew tap; palp is in PROGLIST (configure.ac:593), has libraries/palp/Makefile.in for autotools and an ExternalProject_Add installing 26 binaries in cmake/build-libraries.cmake:1170-1192, and CI installs it (.github/workflows/test_build.yml:68,89). Nothing in M2 calls those binaries yet and configure.ac:1119 still reads 'dnl TODO: uncomment whne we require palp' over a commented-out installed-palp check, but that is in-flight work rather than a defect: configure.ac:639-641 sets BUILD_$i=no for everything, so palp is built only on an explicit --enable-build-libraries=palp and no default build pays for it. Worth recording that the class.x strings in ReflexivePolytopesDB.m2:293 and Macaulay2Doc/ov_system.m2:1774 are not local invocations -- that package queries quark.itp.tuwien.ac.at/cgi-bin/cy/cydata.cgi with getWWW, so those lines are the Kreuzer-Skarke server echoing back its own search command. I nearly read them as palp already being wired up.
bugs/dan/1-further-libraries-and-applications	11	Investigate adding polymake (polytopes), one of sixteen libraries the file lists as things sage includes.	fixed			drop	met as an interface, with bundling refused on purpose. packages/Polymake.m2 exists (and an older undistributed PolymakeInterface.m2), while configure.ac:612-616 declines to build polymake because its build procedure is flawed. #457 'Polymake under Ubuntu' and #1955 on running optional-component tests in CI are both open but are about using the interface, not about adopting the library.
bugs/dan/1-further-libraries-and-applications	12	Investigate adding cddlib (polytopes), one of sixteen libraries the file lists as things sage includes.	fixed			drop	met: bundled and genuinely used. cddlib is in LIBLIST (configure.ac:590) and is called from FourierMotzkin.m2, Polyhedra's engine (engine/alternatives.m2) and MixedMultiplicity.m2, with ov_preface.m2 crediting it. Of the 14 word-boundary hits over titles and bodies only #2223 is open, and that is an eigen.cpp compile error mentioning it in passing.
bugs/dan/1-further-libraries-and-applications	13	Investigate adding lrs (polytopes), one of sixteen libraries the file lists as things sage includes.	fixed			drop	met, though narrowly. lrslib is in PROGLIST (configure.ac:593) and bundled, but FourierMotzkin.m2 is its only caller in packages/, so the adoption is real but shallower than cddlib's or 4ti2's. Six word-boundary hits over titles and bodies, only #516 (refactoring Polyhedra) open and only in passing.
bugs/dan/1-further-libraries-and-applications	14	Investigate adding porta (polytopes), one of sixteen libraries the file lists as things sage includes.	wontfix			drop	declined. Zero hits over titles and bodies, never wrapped. Four of the six polytope entries on this list were adopted -- cddlib, lrslib, 4ti2 and polymake as an interface -- which is what makes porta redundant rather than neglected.
bugs/dan/1-further-libraries-and-applications	15	Investigate adding 4ti2 (polytopes), one of sixteen libraries the file lists as things sage includes.	fixed			drop	met, and the most thoroughly adopted item on the list. 4ti2 is in PROGLIST (configure.ac:593) and bundled, packages/FourTiTwo.m2 is its interface, and it is used downstream by AllMarkovBases, BernsteinSato, Binomials, EquivariantGB and GroebnerStrata among others. 34 word-boundary hits over titles and bodies; the two open ones, #3195 on hilbert basis precision and #2297 on an illegal instruction making FourTiTwo examples, are bugs in using it, which is itself evidence the adoption took.
bugs/dan/1-further-libraries-and-applications	16	Investigate adding coin/or (polytopes), one of sixteen libraries the file lists as things sage includes.	wontfix			drop	declined; the need was met elsewhere. One word-boundary hit over titles and bodies, #3252, unrelated. COIN-OR is an LP and mixed-integer stack, and glpk is in LIBLIST (configure.ac:590) and carries M2's linear programming, so adopting a second solver stack was never pursued.
bugs/dan/IDEAS	1	n-th root code in gmp is slow. Perhaps Brent's method would be faster?	wontfix			drop	declined: upstream's code, and M2 does not call it. The only n-th root calls anywhere under Macaulay2/ are mpfr_rootn_ui and mpfr_root at e/mpreal.h:2240,2242, which is a vendored MPFR C++ header used for real numbers; mpz_root and mpz_rootrem appear nowhere, so gmp's integer n-th root is not on any M2 path. Even if it were slow, replacing it with Brent's method would be a change to gmp rather than to M2.
bugs/dan/IDEAS	2	mpsolve is a package that finds roots of univariate polynomials quickly, use it?	fixed			drop	met, and taken further than the file asks -- mpsolve is not optional but a hard dependency, in LIBLIST at configure.ac:590 and reached through e/interface/polyroots.cpp, which is listed in both e/Makefile.files.in and e/CMakeLists.txt. It backs the top-level roots function.
bugs/dan/IDEAS	3	use Noro's alg for gb over alg no flds? See p. 99 in the ICMS book.	wontfix			drop	not filed, and this is the closest thing to a candidate in the file, so worth being explicit about why. The capability exists: Groebner bases over an algebraic number field work through toField, tested on A = QQ[i]/(i^2+1), K = toField A, R = K[x,y] where gb ideal(x^2+1, x*y-i) returns x-iy, y^2-1 correctly, and a cyclic-roots system over the same field returned immediately. What is absent is Noro's specialised modular algorithm, and nothing under Macaulay2/ cites Noro at all -- the apparent hits in Chordal.m2 and MultiGradedRationalMap.m2 are substring noise, lMonoRows containing 'noRo'. Held rather than filed as a feature request because there is no measurement showing the general path is deficient over number fields, and a request to adopt a specific 20-year-old algorithm with no evidence of the problem it would solve is not actionable. Would become filable if someone produced a number-field GB that is slow for this reason.
bugs/dan/IDEAS	4	Idea from the cocoa lib: precompute a bit mask for each monomial M with the property that M|M' implies m&~m'=0.	fixed			drop	met, by adopting Roune's library rather than reimplementing the trick. mathic ships DivMask.h -- precisely this construction -- and mathic, memtailor and mathicgb are all in LIBLIST (configure.ac:590), with configure.ac:1338 probing for MATHICGB_VERSION_STRING and building it if absent. The engine calls it from e/interface/groebner.cpp:715-730 and e/f4/f4-spairs.cpp, and it is reachable from the top level as engineMGB and engineMGBF4 (m2/gb.m2:371-393) over rawMGB. One false lead recorded: e/f4/moninfo.hpp:51 declares monomial_word mask, set to 0x10000000 at moninfo.cpp:21 and tested at moninfo.hpp:299, which looks like this idea but is overflow detection -- check_monomial verifies no exponent has run into the guard bit -- and has nothing to do with divisibility. I nearly recorded that as the match.
bugs/dan/IDEAS	5	Idea from the cocoa lib: implement real numbers as a pair of floats, initially with a small difference; perform computations in parallel and gauge accuracy by the difference.	fixed			drop	met in substance, and done better than proposed. RRi is a real-number type built on interval arithmetic over the mpfi library (Macaulay2Doc/changes.m2:891 records its addition, mpfi is in LIBLIST at configure.ac:590), implemented in m2/intervals.m2, with midpoint (intervals.m2:123-137) and diameter (exported at exports.m2:459) giving exactly the 'gauge accuracy by the difference' the idea calls for. A genuine interval type supersedes a pair of floats, since mpfi rounds each endpoint in the correct direction. The one half not adopted is evaluating the two endpoints in parallel, which matters much less than the representation.
bugs/dan/IDEAS	6	put a link on each html doc page to ~/.Macaulay2/index.html	wontfix			drop	unmet and not worth filing now. Nothing in m2/html.m2 mentions .Macaulay2 or an index.html at all, so no generated page links a user-level index. Not filed because it is a rendering-only request against a generator currently being replaced -- the HTML documentation is under rewrite -- so a change to defaultHEAD would be discarded. Adjacent but distinct: #4587 and #4554, filed earlier in this triage, concern the info-side indexes rather than HTML, and bugs/dan/1-icon is a different ask about the doc favicon, met by 23d332cef4.
bugs/dan/IDEAS	7	singular uses slibgb (Brickenstein).	wontfix			drop	an observation rather than a request, and declined in effect: slibgb appears nowhere in the tree and was never adopted. M2's Groebner effort went into its own F4 implementation under e/f4 and e/gb-f4 plus mathicgb, which is the same problem attacked by a different borrowed library, so the gap this line notes was closed by other means.
bugs/dan/IDEAS	8	official refereeing of packages (recognition for contributors)	fixed			drop	met: the Certification option to newPackage, defaulting to null at m2/packages.m2:254, validated as an option list at :285 and exported at m2/exports.m2:107. Certified packages carry their refereeing details -- journal, volume, article -- so both halves of the line, the official process and the recognition, are served.
bugs/dan/IDEAS	9	produce doc in TeXmacs format! Use it to make the book, instead of tex.	fixed			drop	met, and I had this backwards until Doug pointed at mathML(Hypertext). Documentation is Hypertext, and mathml.m2:7 registers mathML as a renderer over Hypertext through the general setupRenderer mechanism (format.m2:30), so a documentation node renders to MathML directly: mathML help "ideal" returns 11859 characters, opening <mtext>ideal</mtext><mtext>&nbsp;--&nbsp;make&nbsp;an&nbsp;ideal</mtext> and carrying mtable markup for the DocumentTag table. TeXmacs consumes MathML, and the targeting is explicit rather than incidental: texmacs.m2:17 formats session output as concatenate lines try mathML x else mathML toString x, mathml.m2:19 cites texmacs-1.0.6.12/share/Macaulay2/Core/m2/texhtml.m2, and mathml.m2:164 takes its entity names from the TeXmacs source file HTMLsymbol.scm. mathML is documented at Macaulay2Doc/functions/mathML-doc.m2. Three sibling renderers sit alongside it over Hypertext: tex and texMath (latex.m2:19) and markdown (markdown.m2:36). Unmet is only the second sentence, making the book in TeXmacs rather than tex, which is a publishing decision about the 2002 Springer volume and not something in the tree. My earlier note asserted that no renderer targets TeXmacs; that was wrong, and it came of finding the --texmacs session flag in startup.m2.in and stopping there instead of looking for a renderer.
bugs/dan/IDEAS	10	small computers: Sharp SLC 760, 1 kg, (Hammada has one)	wontfix			drop	dead by circumstance: a note about a specific early-2000s subnotebook someone owned, with no request attached beyond the implication that M2 should run on such a machine. Any laptop today exceeds it by orders of magnitude, so whatever portability concern this recorded has been overtaken.
bugs/dan/IDEAS	11	Need an icon for M2 so it can be on a live Knoppix CD. The accelerated version boots in 1 minute.	wontfix			drop	moot. Knoppix is defunct, so the live-CD requirement that motivated the line is gone, and the request has no successor: M2 is a terminal application, so there is no desktop entry, launcher or window for an icon to attach to. The only icon in the tree is packages/Style/icon.gif, used solely as the documentation favicon at m2/html.m2:68 and added by 23d332cef4, and that is the one place an icon is actually meaningful for a program like this. Distinct from bugs/dan/1-icon, which asked for that favicon and is fixed.
bugs/dan/doc-changes	1	= -- mutability is an issue, assignment methods for operators can be installed, examples	fixed			drop	met by a wholesale rewrite. operators/assignment.m2 is now 715 lines with 28 Usage blocks, and its = node at :122-123 carries Headline 'assignment' and opens by listing what it covers: 'simple assignment to variables, multiple assignment, assignment to parts of objects, assignment covered by various other methods, and briefly touch on the possibility of custom installation of assignment methods' -- which is this ask's three items, mutability, installable assignment methods for operators, and examples, in one sentence. It also cross-links := and <- as the related operators.
bugs/dan/doc-changes	2	GlobalReleaseHook needs a headline	open	#4647		issue	stands, and its sibling makes the case. ov_repl.m2:255-277 documents GlobalAssignHook with Headline 'hook for assignment to global variables', Usage, Inputs, Consequences, EXAMPLE and SeeAlso. GlobalReleaseHook, three lines below at :279-297, has no Headline at all, opening in the pre-Headline form TT "GlobalReleaseHook", " -- a method name that is consulted when an assignment to a global variable is about to occur", and has no Usage, Inputs or Consequences either. It does have an EXAMPLE. A headline is derivable from its own first sentence, and the template is adjacent. One of the nodes gathered into the consolidated operator-documentation item; see the file row.
bugs/dan/doc-changes	3	take "operators" out of all of these nodes in the SeeAlso	fixed			drop	substantially done. Only 7 occurrences of "operators" survive anywhere in Macaulay2Doc, and just 3 are SeeAlso entries of the kind this asks to remove, all in operators/equality.m2 -- lines 48, 146 and 154, on the ===, == and != nodes. The other 4 are legitimate and should stay: prose in augmented_assignment.m2:6, a TO in ov_language.m2:40's node list, the node's own Key at ov_language.m2:1054, and an Outputs reference in ov_repl.m2:68. So the sweep happened across the operator documentation and stopped three short. Left as fixed rather than filed because three SeeAlso entries are not worth an issue on their own; they are noted in the consolidated operator-documentation item so whoever touches equality.m2 can drop them in passing.
bugs/dan/doc-changes	4	:= -- examples, typical value with =>, function installMethod	duplicate	#4523		drop	two of the three parts are met and the third is already tracked, so this is recorded as a duplicate rather than filed again. operators/assignment.m2:394-400 gives := the Headline 'assignment of method or new local variable' and covers 'simple local assignment to variables, multiple local assignment, and installation and use of method functions', so the examples and the installMethod material are there. The remaining part, documenting the typical value declared with =>, is #4523 'Document how to declare the typical value of a binary operator method', which this same triage filed from bugs/dan/0-typical-values over the line 'document the typical return value construction used here: X + X := X => (x,y) -> ...'. That is the same request arriving from two of Dan's files, which is worth recording as evidence it mattered to him.
bugs/dan/doc-changes	5	<- -- the - is too tiny!, mutability for both, bodily replacing (do we need that still? why? is it really there?), examples, and <- IndexedVariable should appear as IndexedVariable <- Thing in the ways to use list	fixed			drop	the documentation half is met and the two errors quoted in the file are correct behaviour, not bugs. operators/assignment.m2:2-3 gives <- the Headline 'assignment with left side evaluated' and structures the node with SYNOPSIS blocks carrying Heading, Usage, Inputs and Outputs, so mutability and examples are covered. The file's two transcripts still fail identically -- {1} <- {4} and (new MutableList from {1}) <- {4} both raise 'no method for object on left' -- but that is by design: methods symbol <- is exactly (<-,IndexedVariable) and (<-,Sequence), so <- is an assignment operator for symbols and indexed variables, not a general mutation operator, and a list was never a valid left side. The remaining two items are set aside rather than met. 'The - is too tiny' is a rendering complaint about how <- is typeset, which is not worth pursuing against a generator being replaced. The ways-to-use point is a consequence of the implementation: because <- evaluates its left side it dispatches on the left operand alone, so the method is keyed (symbol <-, IndexedVariable) and renders unary rather than as IndexedVariable <- Thing.
bugs/dan/doc-changes	6	== -- Inputs, Outputs, is the caveat about ? returning symbol== correct?, tainted by Macaulay2Core; in some cases there is no method, and an error results	open	#4647		issue	three of the four parts are settled and one stands. Inputs and Outputs are still absent from the == node at operators/equality.m2:63-147, which has Headline and Usage but neither -- unlike === beside it, which has both. The Macaulay2Core taint is gone; no such reference survives in the node. 'In some cases there is no method, and an error results' is now documented, at :131-136. The caveat question has an answer: the caveat at :142-145 is correct, and demonstrably so -- over QQ[x,y], image matrix{{x}} == image matrix{{y}} is false while (image matrix{{x}}) ? (image matrix{{y}}) is ==, because Module ? Module at m2/modules.m2:370 compares rank then degrees and both are rank 1 with degrees {{1}}. So == returning false while ? returns symbol == is exactly what the caveat warns of. One artifact found while reading: :112 is HEADER3 "Rings" with nothing under it, immediately followed by HEADER3 "Modules", so the rendered page carries an empty section heading. One of the nodes gathered into the consolidated operator-documentation item; see the file row.
bugs/dan/doc-changes	7	? -- ? for ideals?	open	#4646		issue	stands, in its binary form. Doug corrected my notation here and the distinction matters: unary ? on an ideal works, lookup(symbol ?, Ideal) resolving to briefDocumentation inherited from (?, Thing), so both ? I and ? Ideal print brief documentation. What is missing is the binary comparison Ideal ? Ideal. I ? J raises an error, and lookup(symbol ?, Ideal, Ideal) returns the closure at m2/robust.m2:88 rather than null because the 'no method' errors are themselves installed as methods, which is #4572, filed earlier in this triage from bugs/dan/1-error-methods. The user-visible consequence is that sort fails on a list of ideals: sort {ideal x, ideal(x,y), ideal(x^2)} errors, and so does sort on monomial ideals, while sort {module I, module J} succeeds. That is the whole purpose of the module method, whose source comment at m2/modules.m2:370 reads 'used for sorting a list of modules' -- it compares rank then degrees and is an arbitrary total order, not containment, correcting my first reading of it. Filed separately from the documentation item since this is a missing method rather than a documentation gap. Adjacent but distinct: #660, open, is about == on ideals being slow through isSubset, not about ? ordering them. The file's entry sits between the == and != entries, among the comparison operators, which is what settles the binary reading.
bugs/dan/doc-changes	8	!= -- modern form	open	#4647		issue	stands. operators/equality.m2:149-155 is Key => symbol !=, a Headline, then TT "x != y", " -- the negation of x == y" and a PARA{} with nothing after it. No Usage, Inputs, Outputs or EXAMPLE. One of the nodes gathered into the consolidated operator-documentation item; see the file row.
bugs/dan/doc-changes	9	=== -- modern form, Thing===Thing should go here, too, it always gives an answer, with no error message	fixed			drop	met on all three counts. operators/equality.m2:4-49 is fully modern: Headline 'strict equality', Usage 'x === y', Inputs, Outputs typed Boolean, three EXAMPLE blocks and a SeeAlso. The second item is met literally -- the Key at :5-8 is {symbol ===, (symbol ===, Thing, Thing)}, so Thing===Thing does 'go here'. The third is met in substance: the node explains that strict equality compares type and contents, and the == node at :131-136 states the contrast explicitly, that == may have no method installed and print an error whereas === is the good alternative. The phrase 'always gives an answer, with no error message' is not used in those words, which is a wording preference rather than a gap.
bugs/dan/doc-changes	10	=!= -- similar	open	#4647		issue	stands, and the comparison with its own sibling is the clearest evidence in the file. operators/equality.m2:51-61 gives =!= a Key of {symbol =!=, (symbol =!=, Thing, Thing)}, a Headline, then TT "x =!= y", " -- returns true or false ..." and 'See === for details.' The === node at :4-49 has the identical Key shape, {symbol ===, (symbol ===, Thing, Thing)}, and carries Usage, Inputs, Outputs and three EXAMPLE blocks. Same file, same structure, one modernised and one not. One of the nodes gathered into the consolidated operator-documentation item; see the file row.
bugs/dan/doc-changes	11	>= ZZ -- fix up	fixed			drop	met. operators/comparison.m2 gives symbol >= a Headline, Usage, Inputs and Outputs. It carries no EXAMPLE, which is the only thing arguably still 'to fix up', and the entry gives no more specific complaint to check against.
